joint,k_min_Nm_per_rad,k_max_Nm_per_rad,width_decades,rotor_inertia_kg_m2,link_inertia_median_kg_m2,link_inertia_max_kg_m2,j_eff_kg_m2,mode_min_hz,mode_max_hz,control_bandwidth_lower_bound_Nm_per_rad,lower_bound_satisfied,required_time_step_at_k_max_s,control_separation_ratio_worst,control_separation_satisfied,published_anchor
shoulder_pan_joint,8666.6666658,78000.0,0.9542425094827544,4.0,3.1333154082884045,12.549789300648868,1.7570037094659883,11.177890194961016,33.53367058655974,1581.3033385193894,True,0.0014910386821787398,5.615717587615384,True,
shoulder_lift_joint,8666.6666658,78000.0,0.9542425094827544,4.0,8.159176426408278,12.421646304987428,2.6841214043699613,9.043678201539423,27.13103460597482,2415.7092639329653,True,0.0018429079733284094,5.626982769537914,True,
elbow_joint,4099.99999959,36900.0,0.9542425094827544,1.7,2.249140384700389,2.58919959554205,0.9681951719932953,10.356919571108335,31.070758714878544,871.3756547939657,True,0.0016092300950493689,7.0419483354673265,True,
wrist_1_joint,1899.99999981,17100.0,0.9542425094827544,0.5,0.035742277825308685,0.0370014755820382,0.033357716298211666,37.983832025718094,113.95149608285185,30.0219446683905,True,0.00043878318160602296,30.76774747259211,True,
wrist_2_joint,1899.99999981,17100.0,0.9542425094827544,0.5,0.0048719855385432245,0.004877590564582698,0.004824971159120974,99.87333937501577,299.6200181400283,4.342474043208877,True,0.00016687803542095891,83.4198580986536,True,
wrist_3_joint,1899.99999981,17100.0,0.9542425094827544,0.5,0.00034,0.00034,0.0003397689571091658,376.361407065426,1129.0842212527323,0.3057920613982492,True,4.4283676149972596e-05,315.2462259831161,True,
